X,year,scenario,fleet,metier,effshare,effort,efmet,gear,Country,Fleet
160,2019,had-cs,EN_Otter_<10m,OTH,1,180.9947934,180.9947934,OTH,EN,Otter_<10m
161,2019,had-cs,EN_Otter_10<24m,OTH,1,944.8626741,944.8626741,OTH,EN,Otter_10<24m
162,2019,had-cs,EN_Otter_24<40m,OTB_DEF_27.7.j,0.484364995,756.4971171,366.4207225,OTB_DEF_27,EN,Otter_24<40m
163,2019,had-cs,EN_Otter_24<40m,OTH,0.515635005,756.4971171,390.0763946,OTH,EN,Otter_24<40m
164,2019,had-cs,EN_Static_all,OTH,1,3876.251525,3876.251525,OTH,EN,Static_all
165,2019,had-cs,FR_Other_all,OTH,1,8333.229358,8333.229358,OTH,FR,Other_all
166,2019,had-cs,FR_Otter_10<24m,OTB_DEF_27.7.e,0.239316749,14119.32184,3378.990206,OTB_DEF_27,FR,Otter_10<24m
167,2019,had-cs,FR_Otter_10<24m,OTB_DEF_27.7.h,0.084970794,14119.32184,1199.729981,OTB_DEF_27,FR,Otter_10<24m
168,2019,had-cs,FR_Otter_10<24m,OTH,0.675712457,14119.32184,9540.601654,OTH,FR,Otter_10<24m
169,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.e,0.175921897,14060.84218,2473.610033,OTB_DEF_27,FR,Otter_24<40m
170,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.g,0.049938315,14060.84218,702.1747706,OTB_DEF_27,FR,Otter_24<40m
171,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.h,0.17686027,14060.84218,2486.804339,OTB_DEF_27,FR,Otter_24<40m
172,2019,had-cs,FR_Otter_24<40m,OTB_DEF_27.7.j,0.206043995,14060.84218,2897.152099,OTB_DEF_27,FR,Otter_24<40m
173,2019,had-cs,FR_Otter_24<40m,OTH,0.391235523,14060.84218,5501.100938,OTH,FR,Otter_24<40m
174,2019,had-cs,FR_Otter_all,OTH,0.85674909,4327.435,3707.526,OTH,FR,Otter_all
175,2019,had-cs,FR_Otter_all,OTT_DEF_27.7.g,0.14325091,4327.435,619.909,OTT_DEF_27,FR,Otter_all
176,2019,had-cs,IE_Beam_10<24m,OTH,1,414.1214543,414.1214543,OTH,IE,Beam_10<24m
177,2019,had-cs,IE_Beam_24<40m,OTH,0.006156554,1880.388295,11.5767128,OTH,IE,Beam_24<40m
178,2019,had-cs,IE_Beam_24<40m,TBB_DEF_27.7.g,0.993843446,1880.388295,1868.811582,TBB_DEF_27,IE,Beam_24<40m
179,2019,had-cs,IE_Otter_10<24m,OTB_DEF_27.7.g,0.321756329,12209.89504,3928.611009,OTB_DEF_27,IE,Otter_10<24m
180,2019,had-cs,IE_Otter_10<24m,OTB_DEF_27.7.j,0.170615033,12209.89504,2083.191645,OTB_DEF_27,IE,Otter_10<24m
181,2019,had-cs,IE_Otter_10<24m,OTH,0.460695961,12209.89504,5625.049326,OTH,IE,Otter_10<24m
182,2019,had-cs,IE_Otter_10<24m,SSC_DEF_27.7.g,0.046932677,12209.89504,573.0430606,SSC_DEF_27,IE,Otter_10<24m
183,2019,had-cs,IE_Otter_24<40m,OTB_DEF_27.7.b,0.056079913,8954.02575,502.1409865,OTB_DEF_27,IE,Otter_24<40m
184,2019,had-cs,IE_Otter_24<40m,OTB_DEF_27.7.g,0.181866871,8954.02575,1628.440648,OTB_DEF_27,IE,Otter_24<40m
185,2019,had-cs,IE_Otter_24<40m,OTH,0.762053216,8954.02575,6823.444115,OTH,IE,Otter_24<40m
187,2019,had-cs,SP_Static_24<40m,OTH,1,354.49814,354.49814,OTH,SP,Static_24<40m
188,2019,had-cs,SP_Static_all,LLS_DEF_27.7.c,0.102849071,1713.647557,176.2470592,LLS_DEF_27,SP,Static_all
189,2019,had-cs,SP_Static_all,LLS_DEF_27.7.j,0.710490245,1713.647557,1217.529873,LLS_DEF_27,SP,Static_all
190,2019,had-cs,SP_Static_all,OTH,0.186660684,1713.647557,319.8706243,OTH,SP,Static_all
191,2019,whg-cs,BE_Beam_10<24m,OTH,1,120.685122,120.685122,OTH,BE,Beam_10<24m
192,2019,whg-cs,BE_Beam_24<40m,OTH,0.68118469,5179.242964,3528.021012,OTH,BE,Beam_24<40m
193,2019,whg-cs,BE_Beam_24<40m,TBB_DEF_27.7.g,0.31881531,5179.242964,1651.221952,TBB_DEF_27,BE,Beam_24<40m
194,2019,whg-cs,BE_Otter_24<40m,OTH,1,378.4646889,378.4646889,OTH,BE,Otter_24<40m
195,2019,whg-cs,EN_Beam_10<24m,OTH,1,402.1280205,402.1280205,OTH,EN,Beam_10<24m
196,2019,whg-cs,EN_Beam_24<40m,OTH,1,1274.545574,1274.545574,OTH,EN,Beam_24<40m
197,2019,whg-cs,EN_Other_all,OTH,1,2295.025853,2295.025853,OTH,EN,Other_all
198,2019,whg-cs,EN_Otter_<10m,OTH,1,291.9890127,291.9890127,OTH,EN,Otter_<10m
199,2019,whg-cs,EN_Otter_10<24m,OTH,1,1490.307131,1490.307131,OTH,EN,Otter_10<24m
200,2019,whg-cs,EN_Otter_24<40m,OTB_DEF_27.7.j,0.484364995,1139.927791,552.1411188,OTB_DEF_27,EN,Otter_24<40m
201,2019,whg-cs,EN_Otter_24<40m,OTH,0.515635005,1139.927791,587.7866717,OTH,EN,Otter_24<40m
202,2019,whg-cs,EN_Static_all,OTH,1,1181.142018,1181.142018,OTH,EN,Static_all
203,2019,whg-cs,FR_Other_all,OTH,1,6514.612067,6514.612067,OTH,FR,Other_all
204,2019,whg-cs,FR_Otter_10<24m,OTB_DEF_27.7.e,0.239316749,8331.36964,1993.8363,OTB_DEF_27,FR,Otter_10<24m
205,2019,whg-cs,FR_Otter_10<24m,OTB_DEF_27.7.h,0.084970794,8331.36964,707.9230896,OTB_DEF_27,FR,Otter_10<24m
206,2019,whg-cs,FR_Otter_10<24m,OTH,0.675712457,8331.36964,5629.610251,OTH,FR,Otter_10<24m
207,2019,whg-cs,FR_Otter_24<40m,OTB_DEF_27.7.e,0.175921897,9176.469249,1614.34188,OTB_DEF_27,FR,Otter_24<40m
208,2019,whg-cs,FR_Otter_24<40m,OTB_DEF_27.7.g,0.049938315,9176.469249,458.257415,OTB_DEF_27,FR,Otter_24<40m
209,2019,whg-cs,FR_Otter_24<40m,OTB_DEF_27.7.h,0.17686027,9176.469249,1622.952826,OTB_DEF_27,FR,Otter_24<40m
210,2019,whg-cs,FR_Otter_24<40m,OTB_DEF_27.7.j,0.206043995,9176.469249,1890.756386,OTB_DEF_27,FR,Otter_24<40m
211,2019,whg-cs,FR_Otter_24<40m,OTH,0.391235523,9176.469249,3590.160742,OTH,FR,Otter_24<40m
212,2019,whg-cs,FR_Otter_all,OTH,0.85674909,2764.81546,2368.75313,OTH,FR,Otter_all
213,2019,whg-cs,FR_Otter_all,OTT_DEF_27.7.g,0.14325091,2764.81546,396.0623295,OTT_DEF_27,FR,Otter_all
214,2019,whg-cs,IE_Beam_10<24m,OTH,1,303.733689,303.733689,OTH,IE,Beam_10<24m
215,2019,whg-cs,IE_Beam_24<40m,OTH,0.006156554,1379.154032,8.490836804,OTH,IE,Beam_24<40m
216,2019,whg-cs,IE_Beam_24<40m,TBB_DEF_27.7.g,0.993843446,1379.154032,1370.663195,TBB_DEF_27,IE,Beam_24<40m
217,2019,whg-cs,IE_Otter_10<24m,OTB_DEF_27.7.g,0.321756329,9303.01555,2993.304135,OTB_DEF_27,IE,Otter_10<24m
218,2019,whg-cs,IE_Otter_10<24m,OTB_DEF_27.7.j,0.170615033,9303.01555,1587.234305,OTB_DEF_27,IE,Otter_10<24m
219,2019,whg-cs,IE_Otter_10<24m,OTH,0.460695961,9303.01555,4285.861686,OTH,IE,Otter_10<24m
220,2019,whg-cs,IE_Otter_10<24m,SSC_DEF_27.7.g,0.046932677,9303.01555,436.6154243,SSC_DEF_27,IE,Otter_10<24m
221,2019,whg-cs,IE_Otter_24<40m,OTB_DEF_27.7.b,0.056079913,7144.140325,400.642769,OTB_DEF_27,IE,Otter_24<40m
222,2019,whg-cs,IE_Otter_24<40m,OTB_DEF_27.7.g,0.181866871,7144.140325,1299.282449,OTB_DEF_27,IE,Otter_24<40m
223,2019,whg-cs,IE_Otter_24<40m,OTH,0.762053216,7144.140325,5444.215108,OTH,IE,Otter_24<40m
225,2019,whg-cs,SP_Static_24<40m,OTH,1,354.49814,354.49814,OTH,SP,Static_24<40m
226,2019,whg-cs,SP_Static_all,LLS_DEF_27.7.c,0.102849071,2686.725953,276.3272684,LLS_DEF_27,SP,Static_all
227,2019,whg-cs,SP_Static_all,LLS_DEF_27.7.j,0.710490245,2686.725953,1908.892582,LLS_DEF_27,SP,Static_all
228,2019,whg-cs,SP_Static_all,OTH,0.186660684,2686.725953,501.506103,OTH,SP,Static_all
229,2019,sq_E,BE_Beam_10<24m,OTH,1,224.5021716,224.5021716,OTH,BE,Beam_10<24m
230,2019,sq_E,BE_Beam_24<40m,OTH,0.68118469,10179.87639,6934.375938,OTH,BE,Beam_24<40m
231,2019,sq_E,BE_Beam_24<40m,TBB_DEF_27.7.g,0.31881531,10179.87639,3245.500447,TBB_DEF_27,BE,Beam_24<40m
232,2019,sq_E,BE_Otter_24<40m,OTH,1,632.7195906,632.7195906,OTH,BE,Otter_24<40m
233,2019,sq_E,EN_Beam_10<24m,OTH,1,1037.24131,1037.24131,OTH,EN,Beam_10<24m
234,2019,sq_E,EN_Beam_24<40m,OTH,1,3287.53843,3287.53843,OTH,EN,Beam_24<40m
235,2019,sq_E,EN_Other_all,OTH,1,3157.390324,3157.390324,OTH,EN,Other_all
236,2019,sq_E,EN_Otter_<10m,OTH,1,426.61262,426.61262,OTH,EN,Otter_<10m
237,2019,sq_E,EN_Otter_10<24m,OTH,1,2370.029856,2370.029856,OTH,EN,Otter_10<24m
238,2019,sq_E,EN_Otter_24<40m,OTB_DEF_27.7.j,0.484364995,1658.127296,803.13882,OTB_DEF_27,EN,Otter_24<40m
239,2019,sq_E,EN_Otter_24<40m,OTH,0.515635005,1658.127296,854.9884765,OTH,EN,Otter_24<40m
240,2019,sq_E,EN_Static_all,OTH,1,2441.516202,2441.516202,OTH,EN,Static_all
241,2019,sq_E,FR_Other_all,OTH,1,11672.615,11672.615,OTH,FR,Other_all
242,2019,sq_E,FR_Otter_10<24m,OTB_DEF_27.7.e,0.239316749,14143.448,3384.764,OTB_DEF_27,FR,Otter_10<24m
243,2019,sq_E,FR_Otter_10<24m,OTB_DEF_27.7.h,0.084970794,14143.448,1201.78,OTB_DEF_27,FR,Otter_10<24m
244,2019,sq_E,FR_Otter_10<24m,OTH,0.675712457,14143.448,9556.904,OTH,FR,Otter_10<24m
245,2019,sq_E,FR_Otter_24<40m,OTB_DEF_27.7.e,0.175921897,15417.12,2712.209,OTB_DEF_27,FR,Otter_24<40m
246,2019,sq_E,FR_Otter_24<40m,OTB_DEF_27.7.g,0.049938315,15417.12,769.905,OTB_DEF_27,FR,Otter_24<40m
247,2019,sq_E,FR_Otter_24<40m,OTB_DEF_27.7.h,0.17686027,15417.12,2726.676,OTB_DEF_27,FR,Otter_24<40m
248,2019,sq_E,FR_Otter_24<40m,OTB_DEF_27.7.j,0.206043995,15417.12,3176.605,OTB_DEF_27,FR,Otter_24<40m
249,2019,sq_E,FR_Otter_24<40m,OTH,0.391235523,15417.12,6031.725,OTH,FR,Otter_24<40m
250,2019,sq_E,FR_Otter_all,OTH,0.85674909,4327.435,3707.526,OTH,FR,Otter_all
251,2019,sq_E,FR_Otter_all,OTT_DEF_27.7.g,0.14325091,4327.435,619.909,OTT_DEF_27,FR,Otter_all
252,2019,sq_E,IE_Beam_10<24m,OTH,1,377.072,377.072,OTH,IE,Beam_10<24m
253,2019,sq_E,IE_Beam_24<40m,OTH,0.006156554,1712.159,10.541,OTH,IE,Beam_24<40m
254,2019,sq_E,IE_Beam_24<40m,TBB_DEF_27.7.g,0.993843446,1712.159,1701.618,TBB_DEF_27,IE,Beam_24<40m
255,2019,sq_E,IE_Otter_10<24m,OTB_DEF_27.7.g,0.321756329,11936.076,3840.508,OTB_DEF_27,IE,Otter_10<24m
256,2019,sq_E,IE_Otter_10<24m,OTB_DEF_27.7.j,0.170615033,11936.076,2036.474,OTB_DEF_27,IE,Otter_10<24m
257,2019,sq_E,IE_Otter_10<24m,OTH,0.460695961,11936.076,5498.902,OTH,IE,Otter_10<24m
258,2019,sq_E,IE_Otter_10<24m,SSC_DEF_27.7.g,0.046932677,11936.076,560.192,SSC_DEF_27,IE,Otter_10<24m
259,2019,sq_E,IE_Otter_24<40m,OTB_DEF_27.7.b,0.056079913,8992.061,504.274,OTB_DEF_27,IE,Otter_24<40m
260,2019,sq_E,IE_Otter_24<40m,OTB_DEF_27.7.g,0.181866871,8992.061,1635.358,OTB_DEF_27,IE,Otter_24<40m
261,2019,sq_E,IE_Otter_24<40m,OTH,0.762053216,8992.061,6852.429,OTH,IE,Otter_24<40m
263,2019,sq_E,SP_Static_24<40m,OTH,1,354.49814,354.49814,OTH,SP,Static_24<40m
264,2019,sq_E,SP_Static_all,LLS_DEF_27.7.c,0.102849071,2686.725953,276.3272684,LLS_DEF_27,SP,Static_all
265,2019,sq_E,SP_Static_all,LLS_DEF_27.7.j,0.710490245,2686.725953,1908.892582,LLS_DEF_27,SP,Static_all
266,2019,sq_E,SP_Static_all,OTH,0.186660684,2686.725953,501.506103,OTH,SP,Static_all
267,2019,val,BE_Beam_10<24m,OTH,1,203.821955,203.821955,OTH,BE,Beam_10<24m
268,2019,val,BE_Beam_24<40m,OTH,0.68118469,9578.68865,6524.856057,OTH,BE,Beam_24<40m
269,2019,val,BE_Beam_24<40m,TBB_DEF_27.7.g,0.31881531,9578.68865,3053.832593,TBB_DEF_27,BE,Beam_24<40m
270,2019,val,BE_Otter_24<40m,OTH,1,562.3721087,562.3721087,OTH,BE,Otter_24<40m
271,2019,val,EN_Beam_10<24m,OTH,1,973.8304148,973.8304148,OTH,EN,Beam_10<24m
272,2019,val,EN_Beam_24<40m,OTH,1,3028.812838,3028.812838,OTH,EN,Beam_24<40m
273,2019,val,EN_Other_all,OTH,1,2557.908214,2557.908214,OTH,EN,Other_all
274,2019,val,EN_Otter_<10m,OTH,1,314.9206304,314.9206304,OTH,EN,Otter_<10m
275,2019,val,EN_Otter_10<24m,OTH,1,1619.880324,1619.880324,OTH,EN,Otter_10<24m
276,2019,val,EN_Otter_24<40m,OTB_DEF_27.7.j,0.484364995,1584.278258,767.3689311,OTB_DEF_27,EN,Otter_24<40m
277,2019,val,EN_Otter_24<40m,OTH,0.515635005,1584.278258,816.9093274,OTH,EN,Otter_24<40m
278,2019,val,EN_Static_all,OTH,1,2140.387488,2140.387488,OTH,EN,Static_all
279,2019,val,FR_Other_all,OTH,1,9555.26251,9555.26251,OTH,FR,Other_all
280,2019,val,FR_Otter_10<24m,OTB_DEF_27.7.e,0.239316749,10428.98131,2495.829907,OTB_DEF_27,FR,Otter_10<24m
281,2019,val,FR_Otter_10<24m,OTB_DEF_27.7.h,0.084970794,10428.98131,886.1588179,OTB_DEF_27,FR,Otter_10<24m
282,2019,val,FR_Otter_10<24m,OTH,0.675712457,10428.98131,7046.992587,OTH,FR,Otter_10<24m
283,2019,val,FR_Otter_24<40m,OTB_DEF_27.7.e,0.175921897,13228.93085,2327.258614,OTB_DEF_27,FR,Otter_24<40m
284,2019,val,FR_Otter_24<40m,OTB_DEF_27.7.g,0.049938315,13228.93085,660.6305203,OTB_DEF_27,FR,Otter_24<40m
285,2019,val,FR_Otter_24<40m,OTB_DEF_27.7.h,0.17686027,13228.93085,2339.672277,OTB_DEF_27,FR,Otter_24<40m
286,2019,val,FR_Otter_24<40m,OTB_DEF_27.7.j,0.206043995,13228.93085,2725.741766,OTB_DEF_27,FR,Otter_24<40m
287,2019,val,FR_Otter_24<40m,OTH,0.391235523,13228.93085,5175.627675,OTH,FR,Otter_24<40m
288,2019,val,FR_Otter_all,OTH,0.85674909,4002.773306,3429.372389,OTH,FR,Otter_all
289,2019,val,FR_Otter_all,OTT_DEF_27.7.g,0.14325091,4002.773306,573.400917,OTT_DEF_27,FR,Otter_all
290,2019,val,IE_Beam_10<24m,OTH,1,322.9814938,322.9814938,OTH,IE,Beam_10<24m
291,2019,val,IE_Beam_24<40m,OTH,0.006156554,1492.005913,9.185615547,OTH,IE,Beam_24<40m
292,2019,val,IE_Beam_24<40m,TBB_DEF_27.7.g,0.993843446,1492.005913,1482.820298,TBB_DEF_27,IE,Beam_24<40m
293,2019,val,IE_Otter_10<24m,OTB_DEF_27.7.g,0.321756329,9084.578963,2923.02078,OTB_DEF_27,IE,Otter_10<24m
294,2019,val,IE_Otter_10<24m,OTB_DEF_27.7.j,0.170615033,9084.578963,1549.965739,OTB_DEF_27,IE,Otter_10<24m
295,2019,val,IE_Otter_10<24m,OTH,0.460695961,9084.578963,4185.228833,OTH,IE,Otter_10<24m
296,2019,val,IE_Otter_10<24m,SSC_DEF_27.7.g,0.046932677,9084.578963,426.3636105,SSC_DEF_27,IE,Otter_10<24m
297,2019,val,IE_Otter_24<40m,OTB_DEF_27.7.b,0.056079913,6869.05561,385.2160421,OTB_DEF_27,IE,Otter_24<40m
298,2019,val,IE_Otter_24<40m,OTB_DEF_27.7.g,0.181866871,6869.05561,1249.253652,OTB_DEF_27,IE,Otter_24<40m
299,2019,val,IE_Otter_24<40m,OTH,0.762053216,6869.05561,5234.585916,OTH,IE,Otter_24<40m
301,2019,val,SP_Static_24<40m,OTH,1,293.7417341,293.7417341,OTH,SP,Static_24<40m
302,2019,val,SP_Static_all,LLS_DEF_27.7.c,0.102849071,2226.501439,228.9936046,LLS_DEF_27,SP,Static_all
303,2019,val,SP_Static_all,LLS_DEF_27.7.j,0.710490245,2226.501439,1581.907554,LLS_DEF_27,SP,Static_all
304,2019,val,SP_Static_all,OTH,0.186660684,2226.501439,415.6002805,OTH,SP,Static_all
